season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2024,NBA,Jalen Brunson,brunsja01,27.0,NYK,PG,77,77.0,2726.0,23.4,0.592,0.319,0.302,1.8,9.7,5.7,33.5,1.3,0.4,9.1,32.5,8.8,2.4,11.2,0.198,6.3,-0.4,5.8,5.4
2024,NBA,Thomas Bryant,bryanth01,26.0,MIA,C,38,4.0,441.0,19.0,0.639,0.148,0.315,10.2,26.2,18.1,8.3,1.1,3.5,11.0,19.3,0.9,0.8,1.6,0.177,-0.6,0.2,-0.4,0.2
2024,NBA,Kobe Bufkin,bufkiko01,20.0,ATL,SG,17,0.0,196.0,9.1,0.424,0.435,0.087,3.2,15.6,9.2,19.3,1.7,2.3,9.5,22.4,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1
2024,NBA,Reggie Bullock,bullore01,32.0,HOU,SF,44,0.0,417.0,7.7,0.582,0.817,0.012,1.5,17.4,9.4,4.6,1.4,1.1,10.8,9.4,0.1,0.5,0.6,0.072,-2.9,0.5,-2.4,0.0
2024,NBA,Alec Burks,burksal01,32.0,2TM,SG,66,1.0,1212.0,12.9,0.536,0.58,0.293,2.2,11.8,6.9,10.7,1.1,0.9,7.0,24.4,0.7,0.7,1.4,0.054,-0.3,-2.0,-2.3,-0.1
2024,NBA,Alec Burks,burksal01,32.0,DET,SG,43,0.0,901.0,15.1,0.581,0.608,0.33,1.9,11.8,6.8,11.2,1.1,1.0,6.4,23.5,1.3,0.4,1.7,0.092,1.3,-1.7,-0.4,0.4
2024,NBA,Alec Burks,burksal01,32.0,NYK,SG,23,1.0,311.0,6.5,0.42,0.509,0.202,2.9,11.6,7.2,9.2,1.1,0.3,8.3,26.9,-0.6,0.3,-0.4,-0.055,-4.9,-3.0,-7.8,-0.5
2024,NBA,Jared Butler,butleja02,23.0,WAS,SG,40,0.0,566.0,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0
2024,NBA,Jimmy Butler,butleji01,34.0,MIA,PF,60,60.0,2042.0,22.0,0.626,0.183,0.579,5.8,11.9,8.8,23.1,1.9,0.8,9.3,24.0,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4
2024,NBA,Jamal Cain,cainja01,24.0,MIA,PF,26,1.0,259.0,11.5,0.544,0.392,0.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,0.089,-2.5,0.2,-2.3,0.0
2024,NBA,Kentavious Caldwell-Pope,caldwke01,30.0,DEN,SG,76,76.0,2402.0,10.7,0.602,0.525,0.193,1.5,6.8,4.2,9.5,2.0,1.5,10.5,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4
2024,NBA,Toumani Camara,camarto01,23.0,POR,PF,70,49.0,1739.0,10.6,0.547,0.393,0.226,8.4,14.0,11.0,7.2,1.9,1.7,14.9,13.8,0.6,1.4,2.0,0.055,-3.1,0.0,-3.1,-0.5
2024,NBA,Clint Capela,capelca01,29.0,ATL,C,73,73.0,1883.0,20.7,0.59,0.002,0.333,18.7,26.5,22.4,6.9,1.1,5.1,9.5,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0
2024,NBA,Jevon Carter,carteje01,28.0,CHI,PG,72,0.0,1004.0,8.5,0.485,0.641,0.019,1.2,5.6,3.3,12.9,1.8,1.6,8.9,17.7,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4.0,-0.5
2024,NBA,Wendell Carter Jr.,cartewe01,24.0,ORL,C,55,48.0,1406.0,15.9,0.623,0.402,0.315,9.3,22.7,15.9,9.9,1.2,1.9,12.3,17.2,2.2,2.1,4.4,0.149,0.5,0.4,0.9,1.0
2024,NBA,D.J. Carton,cartodj01,23.0,TOR,SG,4,0.0,36.0,9.6,0.539,0.5,0.625,6.0,6.2,6.1,10.5,1.3,0.0,8.9,13.3,0.0,0.0,0.0,0.062,-4.2,-1.1,-5.3,0.0
2024,NBA,Alex Caruso,carusal01,29.0,CHI,SG,71,57.0,2040.0,14.5,0.613,0.616,0.177,3.3,11.8,7.5,16.4,2.9,3.5,14.9,14.7,2.3,2.6,4.9,0.115,0.2,2.3,2.5,2.3
2024,NBA,Colin Castleton,castlco01,23.0,LAL,C,16,0.0,59.0,13.0,0.644,0.0,0.375,11.9,10.8,11.3,6.8,1.6,0.0,13.9,15.8,0.1,0.0,0.2,0.128,-3.9,-1.4,-5.2,0.0
2024,NBA,Malcolm Cazalon,cazalma01,22.0,DET,SG,1,0.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-6.0,-3.2,-9.1,0.0
2024,NBA,Justin Champagnie,champju01,22.0,WAS,SF,15,1.0,235.0,13.6,0.526,0.577,0.192,8.5,15.8,12.1,10.7,2.0,3.1,10.6,17.0,0.1,0.2,0.3,0.058,-1.1,-0.8,-1.8,0.0
2024,NBA,Julian Champagnie,champju02,22.0,SAS,SF,74,59.0,1468.0,10.6,0.57,0.689,0.229,3.1,12.2,7.6,9.3,1.6,2.4,11.4,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0
2024,NBA,Max Christie,chrisma02,20.0,LAL,SG,67,7.0,944.0,8.4,0.544,0.49,0.191,1.9,14.2,8.4,8.0,1.0,1.6,11.8,13.6,-0.1,0.8,0.7,0.036,-3.2,-0.4,-3.6,-0.4
2024,NBA,Sidy Cissoko,cissosi01,19.0,SAS,SF,12,0.0,141.0,12.0,0.568,0.364,0.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,0.11,-4.0,1.4,-2.7,0.0
2024,NBA,Brandon Clarke,clarkbr01,27.0,MEM,PF,6,1.0,134.0,18.9,0.548,0.102,0.119,10.2,16.2,13.1,12.2,1.8,4.2,4.6,20.8,0.1,0.2,0.3,0.108,0.7,0.3,1.0,0.1
2024,NBA,Jordan Clarkson,clarkjo01,31.0,UTA,SG,55,19.0,1682.0,12.7,0.521,0.379,0.246,3.2,9.0,6.2,24.6,1.0,0.3,13.9,26.1,0.1,0.1,0.2,0.006,-1.3,-3.2,-4.5,-1.1
2024,NBA,Nic Claxton,claxtni01,24.0,BRK,C,71,71.0,2116.0,18.7,0.629,0.009,0.337,9.7,27.3,18.2,10.4,1.1,6.2,12.2,15.6,3.5,3.2,6.7,0.152,-0.3,1.5,1.2,1.7
2024,NBA,Noah Clowney,clownno01,19.0,BRK,PF,23,4.0,370.0,14.2,0.626,0.355,0.323,7.5,16.7,12.0,6.9,1.1,3.9,12.4,14.2,0.5,0.4,0.9,0.111,-0.8,0.1,-0.7,0.1
2024,NBA,Amir Coffey,coffeam01,26.0,LAC,SF,70,13.0,1460.0,10.0,0.604,0.523,0.202,2.3,8.9,5.7,6.8,1.4,0.9,7.9,12.5,1.6,1.0,2.6,0.084,-1.9,-0.3,-2.2,-0.1
2024,NBA,John Collins,collijo01,26.0,UTA,PF,68,66.0,1901.0,17.5,0.621,0.311,0.248,9.2,24.0,16.7,6.1,1.0,2.9,10.6,20.4,3.1,1.3,4.4,0.11,0.5,-1.4,-0.9,0.5
2024,NBA,Zach Collins,colliza01,26.0,SAS,C,69,29.0,1526.0,14.3,0.565,0.294,0.263,8.3,18.0,13.1,18.9,1.1,2.8,16.1,22.7,0.4,1.5,1.8,0.057,-2.0,-0.1,-2.0,0.0
2024,NBA,Mike Conley,conlemi01,36.0,MIN,PG,76,76.0,2193.0,15.8,0.627,0.629,0.174,2.0,9.0,5.6,28.4,2.0,0.7,12.8,16.0,5.0,3.3,8.2,0.18,2.0,1.4,3.4,3.0
2024,NBA,Pat Connaughton,connapa01,31.0,MIL,SF,76,3.0,1676.0,9.6,0.574,0.686,0.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2
2024,NBA,Bilal Coulibaly,coulibi01,19.0,WAS,SF,63,15.0,1715.0,8.9,0.543,0.428,0.303,3.4,12.8,8.0,8.2,1.6,2.3,15.1,14.2,-0.5,0.9,0.4,0.013,-3.6,-0.5,-4.2,-0.9
2024,NBA,Ricky Council IV,councri01,22.0,PHI,SG,32,0.0,289.0,18.6,0.604,0.286,0.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,0.173,2.1,-0.8,1.3,0.2
2024,NBA,Robert Covington,covinro01,33.0,2TM,PF,29,6.0,488.0,13.6,0.58,0.571,0.265,6.9,15.2,11.0,6.3,3.9,3.4,9.1,10.7,0.6,0.9,1.5,0.145,-1.1,3.2,2.2,0.5
2024,NBA,Robert Covington,covinro01,33.0,LAC,PF,3,3.0,69.0,10.6,0.455,0.889,0.222,3.4,9.5,6.5,12.1,4.3,2.6,0.0,6.3,0.1,0.1,0.2,0.124,-2.3,4.5,2.3,0.1
2024,NBA,Robert Covington,covinro01,33.0,PHI,SF,26,3.0,419.0,14.1,0.593,0.539,0.27,7.5,16.1,11.7,5.3,3.9,3.5,9.9,11.4,0.5,0.8,1.3,0.149,-0.9,3.0,2.2,0.4
2024,NBA,Torrey Craig,craigto01,33.0,CHI,SF,53,14.0,1049.0,10.8,0.568,0.61,0.143,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,1.0,0.9,1.9,0.087,-1.8,-0.2,-2.0,0.0
2024,NBA,Jae Crowder,crowdja01,33.0,MIL,PF,50,25.0,1156.0,8.9,0.546,0.615,0.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2
2024,NBA,Jalen Crutcher,crutcja01,24.0,NOP,PG,1,0.0,3.0,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.334,-18.5,-7.8,-26.2,0.0
2024,NBA,Cade Cunningham,cunnica01,22.0,DET,PG,62,62.0,2074.0,17.1,0.546,0.287,0.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2
2024,NBA,Seth Curry,curryse01,33.0,2TM,SG,44,4.0,616.0,9.9,0.519,0.529,0.152,3.2,9.0,6.1,9.7,1.7,0.9,8.8,16.8,0.1,0.4,0.5,0.04,-2.6,-0.6,-3.3,-0.2
2024,NBA,Seth Curry,curryse01,33.0,DAL,SG,36,3.0,457.0,8.6,0.502,0.552,0.131,3.6,8.8,6.2,8.4,1.8,0.6,9.4,15.9,-0.1,0.4,0.3,0.034,-3.2,-0.9,-4.0,-0.2
2024,NBA,Seth Curry,curryse01,33.0,CHO,SG,8,1.0,159.0,13.5,0.56,0.475,0.203,2.1,9.5,5.7,13.2,1.6,1.8,7.2,19.3,0.1,0.1,0.2,0.058,-1.1,0.0,-1.1,0.0
2024,NBA,Stephen Curry,curryst01,35.0,GSW,PG,74,74.0,2421.0,20.6,0.616,0.606,0.224,1.7,12.9,7.4,24.7,1.1,1.0,11.7,31.3,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4
2024,NBA,Dyson Daniels,daniedy01,20.0,NOP,PG,61,16.0,1358.0,12.0,0.529,0.434,0.17,5.1,14.1,9.7,15.4,3.1,1.8,15.0,12.6,0.7,2.2,2.9,0.103,-1.9,2.5,0.6,0.9
2024,NBA,Anthony Davis,davisan02,30.0,LAL,C,76,76.0,2700.0,25.8,0.621,0.083,0.402,10.4,28.3,19.8,15.5,1.6,5.7,9.5,26.7,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9
2024,NBA,JD Davison,davisjd01,21.0,BOS,SG,8,0.0,39.0,18.8,0.581,0.583,0.333,5.8,21.2,13.8,32.9,1.3,2.3,12.7,17.6,0.1,0.1,0.2,0.228,1.8,1.4,3.3,0.1
2024,NBA,Johnny Davis,davisjo06,21.0,WAS,SG,50,6.0,613.0,6.2,0.462,0.26,0.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7
2024,NBA,Dexter Dennis,dennide01,24.0,DAL,SG,4,0.0,30.0,18.3,0.541,0.421,0.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,0.004,1.7,-0.1,1.7,0.0
2024,NBA,DeMar DeRozan,derozde01,34.0,CHI,SF,79,79.0,2989.0,19.7,0.584,0.166,0.452,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8
2024,NBA,Moussa Diabaté,diabamo01,22.0,LAC,C,11,0.0,64.0,24.7,0.576,0.0,0.737,27.4,15.4,21.2,8.6,3.9,1.4,7.4,18.6,0.2,0.1,0.3,0.25,4.0,-0.5,3.5,0.1
2024,NBA,Mamadi Diakite,diakima01,27.0,2TM,PF,6,0.0,24.0,18.6,0.694,0.167,1.0,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,0.168,0.8,2.7,3.5,0.0
2024,NBA,Mamadi Diakite,diakima01,27.0,SAS,PF,3,0.0,16.0,30.4,0.785,0.0,1.2,6.7,13.6,10.1,20.3,0.0,5.2,0.0,20.2,0.1,0.0,0.1,0.349,7.9,3.7,11.6,0.1
2024,NBA,Mamadi Diakite,diakima01,27.0,NYK,PF,3,0.0,8.0,-5.2,0.0,1.0,0.0,0.0,14.1,7.0,0.0,6.3,0.0,50.0,10.8,-0.1,0.0,0.0,-0.194,-13.5,0.7,-12.7,0.0
2024,NBA,Hamidou Diallo,diallha01,25.0,WAS,SG,2,0.0,5.0,33.2,0.5,0.0,0.0,41.8,0.0,21.4,28.9,18.7,0.0,33.3,25.3,0.0,0.0,0.0,0.204,2.7,16.0,18.7,0.0
2024,NBA,Gradey Dick,dickgr01,20.0,TOR,SG,60,17.0,1268.0,8.9,0.546,0.542,0.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1
2024,NBA,Ousmane Dieng,diengou01,20.0,OKC,PF,33,0.0,365.0,10.1,0.54,0.603,0.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,0.055,-2.3,-0.7,-3.0,-0.1
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,2TM,PG,76,52.0,2152.0,11.7,0.543,0.575,0.328,1.5,9.0,5.2,22.7,1.2,0.9,11.1,16.6,2.3,1.3,3.6,0.081,-1.3,-0.6,-1.9,0.1
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,BRK,PG,48,48.0,1474.0,13.5,0.53,0.557,0.321,1.9,10.1,5.9,27.5,1.3,0.6,9.8,18.6,2.0,0.9,2.9,0.095,-0.5,-0.8,-1.3,0.3
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,LAL,PG,28,4.0,678.0,8.0,0.586,0.638,0.355,0.7,6.7,3.9,12.2,0.9,1.7,15.1,12.2,0.3,0.4,0.7,0.052,-3.2,-0.1,-3.2,-0.2
2024,NBA,Donte DiVincenzo,divindo01,27.0,NYK,SG,81,63.0,2360.0,16.0,0.597,0.702,0.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,0.135,2.5,0.9,3.4,3.2
2024,NBA,Luka Dončić,doncilu01,24.0,DAL,PG,70,70.0,2624.0,28.1,0.617,0.45,0.368,2.5,24.4,13.5,44.3,1.8,1.3,12.8,36.0,8.5,3.5,12.0,0.22,8.3,1.7,9.9,8.0
2024,NBA,Luguentz Dort,dortlu01,24.0,OKC,SF,79,79.0,2246.0,11.1,0.593,0.603,0.236,3.8,10.0,7.0,6.3,1.5,1.9,9.3,15.4,2.0,2.5,4.6,0.097,-1.4,-0.2,-1.6,0.2
2024,NBA,Ayo Dosunmu,dosunay01,24.0,CHI,SG,76,37.0,2212.0,13.4,0.604,0.41,0.146,2.7,8.3,5.5,15.6,1.5,1.7,11.9,17.2,2.6,1.5,4.1,0.089,-0.6,-0.2,-0.8,0.7
2024,NBA,Jeff Dowtin,dowtije01,26.0,PHI,PG,12,0.0,142.0,18.2,0.689,0.528,0.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,0.193,2.0,1.3,3.3,0.2
2024,NBA,Henri Drell,drellhe01,23.0,CHI,SF,4,0.0,30.0,10.7,0.506,0.6,0.2,3.7,11.4,7.5,18.3,3.3,3.4,15.5,18.8,0.0,0.0,0.0,0.047,-5.1,0.2,-4.9,0.0
2024,NBA,Andre Drummond,drumman01,30.0,CHI,C,79,10.0,1351.0,23.0,0.576,0.006,0.454,21.5,37.4,29.3,4.1,2.7,3.6,12.3,21.3,2.3,2.6,4.9,0.175,0.8,-0.7,0.1,0.7
2024,NBA,Chris Duarte,duartch01,26.0,SAC,SF,59,11.0,719.0,8.4,0.512,0.605,0.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2
2024,NBA,David Duke Jr.,dukeda01,24.0,SAS,SG,4,0.0,51.0,16.2,0.673,0.333,0.167,4.2,17.1,10.6,14.6,1.9,0.0,13.4,18.5,0.1,0.0,0.1,0.119,-0.1,1.4,1.4,0.0
2024,NBA,Kris Dunn,dunnkr01,29.0,UTA,PG,66,32.0,1249.0,12.8,0.546,0.355,0.102,4.4,12.2,8.3,27.1,2.6,2.0,19.5,13.6,1.1,0.9,2.0,0.076,-1.5,1.4,-0.1,0.6
2024,NBA,Kevin Durant,duranke01,35.0,PHO,PF,75,75.0,2791.0,21.2,0.626,0.283,0.295,1.7,17.5,10.0,22.2,1.2,2.9,13.1,29.0,5.1,3.2,8.3,0.142,4.0,0.1,4.0,4.3
2024,NBA,Jalen Duren,durenja01,20.0,DET,C,61,60.0,1777.0,18.7,0.653,0.007,0.321,11.8,33.0,22.2,12.7,0.9,2.3,16.7,18.5,3.0,1.8,4.8,0.13,-0.2,0.1,-0.1,0.9
2024,NBA,Tari Eason,easonta01,22.0,HOU,PF,22,0.0,480.0,17.1,0.528,0.265,0.175,10.2,24.2,17.1,8.3,3.1,3.6,8.9,19.8,0.3,1.0,1.3,0.125,-0.4,2.0,1.6,0.4
2024,NBA,Anthony Edwards,edwaran01,22.0,MIN,SG,79,78.0,2770.0,19.7,0.575,0.341,0.325,2.2,14.8,8.8,24.6,1.8,1.3,11.9,32.3,2.9,4.7,7.5,0.13,2.7,0.5,3.3,3.7
2024,NBA,Kessler Edwards,edwarke02,23.0,SAC,SF,54,0.0,275.0,10.3,0.541,0.634,0.11,3.6,13.7,8.5,7.1,1.8,1.3,4.4,14.0,0.2,0.3,0.5,0.083,-1.6,0.1,-1.5,0.0
2024,NBA,Keon Ellis,elliske01,24.0,SAC,SG,57,21.0,978.0,12.0,0.627,0.724,0.151,3.6,10.8,7.1,11.1,2.5,2.7,13.0,12.4,1.1,1.2,2.3,0.114,-0.9,2.1,1.2,0.8
2024,NBA,Joel Embiid,embiijo01,29.0,PHI,C,39,39.0,1309.0,34.1,0.644,0.163,0.531,7.9,28.8,18.1,32.4,1.7,4.6,12.5,39.6,5.2,2.3,7.5,0.275,8.5,3.1,11.6,4.5
2024,NBA,Drew Eubanks,eubandr01,26.0,PHO,C,75,6.0,1169.0,14.4,0.645,0.012,0.368,10.5,20.1,15.6,7.2,1.1,4.6,17.2,13.2,1.6,1.6,3.1,0.129,-2.0,0.8,-1.2,0.2
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,2TM,SF,17,8.0,367.0,9.9,0.616,0.451,0.352,5.3,13.0,9.1,5.9,0.8,1.2,9.9,10.6,0.4,0.2,0.5,0.071,-2.4,-0.7,-3.0,-0.1
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,MEM,SF,4,0.0,74.0,5.7,0.333,0.533,0.0,11.4,9.2,10.3,10.9,0.0,1.3,6.3,9.3,0.0,0.0,0.0,0.016,-4.2,-2.2,-6.4,-0.1
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,DET,SF,13,8.0,293.0,10.9,0.679,0.429,0.446,3.7,13.9,8.8,4.6,1.0,1.2,10.7,10.9,0.4,0.1,0.5,0.085,-1.9,-0.3,-2.2,0.0
2024,NBA,Dante Exum,exumda01,28.0,DAL,PG,55,17.0,1088.0,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4
2024,NBA,Bruno Fernando,fernabr01,25.0,ATL,C,45,2.0,682.0,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1
2024,NBA,Dorian Finney-Smith,finnedo01,30.0,BRK,PF,68,56.0,1934.0,10.1,0.546,0.658,0.09,6.0,12.1,9.0,7.6,1.4,1.8,10.0,13.2,1.0,1.6,2.6,0.065,-2.0,-0.1,-2.0,0.0
2024,NBA,Adam Flagler,flaglad01,24.0,OKC,SG,2,0.0,14.0,0.6,0.214,0.857,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0
2024,NBA,Malachi Flynn,flynnma01,25.0,3TM,PG,69,0.0,876.0,11.9,0.533,0.52,0.218,2.6,12.0,7.2,21.1,2.1,0.8,15.0,20.4,-0.1,0.6,0.5,0.029,-2.0,-0.2,-2.2,0.0
2024,NBA,Malachi Flynn,flynnma01,25.0,TOR,PG,31,0.0,474.0,10.1,0.535,0.584,0.161,3.0,12.3,7.5,20.3,1.8,1.1,18.4,16.2,0.0,0.3,0.2,0.025,-2.8,0.0,-2.7,-0.1
2024,NBA,Malachi Flynn,flynnma01,25.0,NYK,PG,14,0.0,60.0,12.5,0.557,0.565,0.478,0.0,11.3,5.6,14.1,0.8,0.0,9.7,22.2,0.1,0.0,0.1,0.093,-1.7,-0.9,-2.6,0.0
2024,NBA,Malachi Flynn,flynnma01,25.0,DET,PG,24,0.0,342.0,14.4,0.528,0.461,0.23,2.6,11.6,7.0,23.3,2.7,0.5,12.9,26.0,-0.1,0.3,0.2,0.023,-1.0,-0.3,-1.3,0.1
2024,NBA,Simone Fontecchio,fontesi01,28.0,2TM,SF,66,43.0,1644.0,12.1,0.6,0.609,0.12,4.3,12.2,8.3,8.7,1.3,1.2,10.5,16.5,1.5,0.6,2.1,0.061,0.0,-1.0,-1.0,0.4
2024,NBA,Simone Fontecchio,fontesi01,28.0,UTA,SF,50,34.0,1160.0,11.2,0.592,0.651,0.112,5.0,11.7,8.4,8.6,1.2,1.4,12.0,15.4,0.9,0.3,1.3,0.052,-0.4,-1.2,-1.6,0.1
2024,NBA,Simone Fontecchio,fontesi01,28.0,DET,SF,16,9.0,484.0,14.4,0.613,0.532,0.137,2.7,13.6,8.1,8.8,1.4,0.9,7.8,19.2,0.6,0.3,0.8,0.083,1.0,-0.4,0.6,0.3
2024,NBA,Jordan Ford,fordjo01,25.0,SAC,PG,6,0.0,22.0,16.8,0.761,0.429,0.286,0.0,10.4,5.1,12.8,0.0,0.0,11.3,17.3,0.1,0.0,0.1,0.157,3.3,-1.1,2.2,0.0
2024,NBA,Trent Forrest,forretr01,25.0,ATL,SG,38,0.0,414.0,8.9,0.426,0.111,0.189,2.8,10.9,6.7,27.6,1.3,0.7,17.0,11.8,0.1,0.1,0.2,0.027,-3.8,-0.7,-4.4,-0.3
2024,NBA,Evan Fournier,fournev01,31.0,2TM,SG,32,0.0,580.0,8.5,0.464,0.588,0.163,0.9,10.4,5.6,11.6,2.4,1.0,8.1,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3
2024,NBA,Evan Fournier,fournev01,31.0,NYK,SG,3,0.0,39.0,2.2,0.287,0.75,0.1,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1
2024,NBA,Evan Fournier,fournev01,31.0,DET,SG,29,0.0,541.0,8.9,0.482,0.572,0.169,1.0,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0.0,0.002,-4.2,0.3,-3.8,-0.3
2024,NBA,De'Aaron Fox,foxde01,26.0,SAC,PG,74,74.0,2659.0,20.1,0.567,0.374,0.273,2.8,11.8,7.2,25.2,2.7,1.1,10.1,31.0,3.3,3.2,6.5,0.117,2.6,0.1,2.7,3.2
2024,NBA,Javon Freeman-Liberty,freemja01,24.0,TOR,PG,22,6.0,403.0,10.7,0.547,0.339,0.29,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3
2024,NBA,Alex Fudge,fudgeal01,20.0,2TM,SF,6,0.0,40.0,9.8,0.472,0.333,0.133,11.3,2.7,6.9,0.0,3.6,0.0,11.2,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0
2024,NBA,Alex Fudge,fudgeal01,20.0,LAL,SF,4,0.0,14.0,-1.9,0.291,0.333,0.333,16.7,0.0,7.9,0.0,0.0,0.0,12.7,24.3,-0.1,0.0,-0.1,-0.222,-9.9,-8.3,-18.1,-0.1
2024,NBA,Alex Fudge,fudgeal01,20.0,DAL,SF,2,0.0,26.0,16.2,0.611,0.333,0.0,8.4,4.2,6.3,0.0,5.5,0.0,10.0,16.5,0.0,0.0,0.1,0.108,-0.4,2.1,1.7,0.0
2024,NBA,Markelle Fultz,fultzma01,25.0,ORL,PG,43,18.0,910.0,12.6,0.492,0.055,0.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0.0,1.3,1.3,0.069,-2.6,1.2,-1.4,0.1
2024,NBA,Andrew Funk,funkan01,24.0,CHI,SG,5,0.0,13.0,-5.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,3.8,7.9,0.0,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0
2024,NBA,Wenyen Gabriel,gabriwe01,26.0,MEM,PF,5,0.0,81.0,2.3,0.351,0.273,0.227,9.1,25.3,16.9,5.3,1.2,2.3,24.8,17.0,-0.3,0.1,-0.2,-0.123,-10.6,-1.9,-12.5,-0.2
2024,NBA,Daniel Gafford,gaffoda01,25.0,2TM,PF,74,66.0,1815.0,21.7,0.731,0.0,0.365,11.4,22.1,16.7,9.1,1.7,7.1,11.7,14.7,5.2,2.5,7.8,0.205,0.7,1.9,2.6,2.1
2024,NBA,Daniel Gafford,gaffoda01,25.0,WAS,C,45,45.0,1192.0,19.9,0.707,0.0,0.405,11.5,21.1,16.2,8.0,1.7,6.6,11.7,13.9,3.0,1.4,4.4,0.178,-0.2,1.1,0.9,0.9
2024,NBA,Daniel Gafford,gaffoda01,25.0,DAL,PF,29,21.0,623.0,25.0,0.769,0.0,0.301,11.3,23.9,17.6,11.1,1.6,7.9,11.7,16.4,2.2,1.1,3.3,0.257,2.5,3.4,5.9,1.3
2024,NBA,Danilo Gallinari,gallida01,35.0,3TM,SF,49,0.0,630.0,13.4,0.601,0.489,0.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0
